Brazilian Airline Workers on Strike	 Carnival Hit By Strike, Airport Workers Wages Up 
Brazilian Airline Workers on Strike	 Strike Occurs At Rio Culinary Circle, Carnival 
Additions To Endangered Species List Hit Near Record	 List of Extinct Species On The Determination List 
A research satellite launched last week to test elements of the proposed ``Star Wars'' anti-missile shield failed in a secondary tracking excercise when an optical sensor gave false data to two on-board computers, an Air Force official said Friday	 Delta 181 Failure Remains Missing, Air Force Says 
NEA: Teachers Snaring Delegate Slots	 The National Education Association said Friday its teachers turned out in force in the Iowa caucuses and are poised to grab a large share of New Hampshire's Democratic convention delegate slots 
NEA: Teachers Snaring Delegate Slots	 Union Says New Hampshire Wants State Employees to Emphasize Fight Against School Slates 
NEA: Teachers Snaring Delegate Slots	 Teachers Union To Get 2,700 Members To Vote In Iowa 
Gillmor Announces Congressional Bid	 Damschroder To File Pravda Announcement; Damschroder Says He'd Be Nominee 
Pest Strip Insecticide Under Federal Review as Possible Cancer Agent	 Home Products Effective For Insecticide Dichlorvos Removal 
Pest Strip Insecticide Under Federal Review as Possible Cancer Agent	 EPA Investigating Dichlorvos Drug Use 
Pest Strip Insecticide Under Federal Review as Possible Cancer Agent	 Chemical Dichlorvos Causes Production Problems 
Pest Strip Insecticide Under Federal Review as Possible Cancer Agent	 Current Disposition of Dichlorvos Blames Lead-Poisoning Agent 
Pest Strip Insecticide Under Federal Review as Possible Cancer Agent	 High-Dichlorvos and Cichlorine Poison 
Terrorist Leaders Convicted Of Belonging To Criminal Group	 Four Radical Leaders of Direct Action Convicted in Charges Of Felony 
Terrorist Leaders Convicted Of Belonging To Criminal Group	 Two Members of Direct Action Convicted In Leaning Tower Attack 
Judge Rules Against EPA in Pesticide Case	 EPA Judge Urges EPA to Order Manufacturers to Ban the Use of Chlordane 
Judge Rules Against EPA in Pesticide Case	 Environmental Protection Agency To Rules Against Limited Listing of Chlordane Used for Home Bases 
Judge Rules Against EPA in Pesticide Case	 Judge Enters Environmental Defense Fund Hearing On Chlordane Use On Lobbyist-Bill To Court 
Judge Rules Against EPA in Pesticide Case	 Judge Stands Outside FDA Office to Hear Chlordane Suit 
Judge Rules Against EPA in Pesticide Case	 Thousands of Chlordane Use Cases Occur Against Consumers 
Top Terrier Paws Purchases With Checks From Own Bank Account	 Little Doc Brown Told About Blank Dog Print 
Top Terrier Paws Purchases With Checks From Own Bank Account	 Dog Had Paw Print Complicated With Sewage 
Top Terrier Paws Purchases With Checks From Own Bank Account	 Doc Whitehead, Playing with Wheels, Returns Mail Receipt 
Top Terrier Paws Purchases With Checks From Own Bank Account	 Doc Gets Poke Print Painting _ $35 
Secretary Of State Asked To Notify Railey Of Lawsuit	 Wrongful death suits court, wrongly terminated Railey, pleaded innocent 
Secretary Of State Asked To Notify Railey Of Lawsuit	 Lawyer Does Not Want Railey To Serve Suit In Texas Court 
Secretary Of State Asked To Notify Railey Of Lawsuit	 Reagan Stays in Texas As Nominee for Tax-Offender Suit Against Railey 
U.S. Embassy to Provide $25,000 to Help Brazil Flood Victims	 Rescue Efforts to Help Rio-Dade Flood Victims In Need Of Emergency Aid 
U.S. Embassy to Provide $25,000 to Help Brazil Flood Victims	 Embassy Blamed for Flood in Rio City, And Takes Citywide Effort 
Calvin Board Criticizes Professors Who Taught Evolution	 Revs. Charles De Ridder, chairman of the Conservative Reformed Church, Chairwoman of American Reformed Church 
Calvin Board Criticizes Professors Who Taught Evolution	 Continental Rev. Brown Calls Challenge To Creation Theory On NASA Report 
Calvin Board Criticizes Professors Who Taught Evolution	 Calvin Church Fraternity Board Precedes Review of 2 Calvinian Ethics Report 
Ethiopia Calls Report Of Resettlement Killings `Unfounded'	 Ethiopia Resettled More than 1.5 Million People 
Ethiopia Calls Report Of Resettlement Killings `Unfounded'	 Ethiopia To Open Relief Program 
Ethiopia Calls Report Of Resettlement Killings `Unfounded'	 Eritrea Resettles More Refugees than Hordes 
Polls Show Bush, Dole Neck-And-Neck In New Hampshire	 New Hampshire Poll Shows Dukakis Ahead, Robertson Loses Lead in Illinois 
Demonstrators Protest Nuclear Reactor Test	 Police Demonstrate At Nuclear Power Plant To Protest Results 
Drivers and Mechanics Approve Settlement	 Bus Drivers Strike at Queen City Metro 
Drivers and Mechanics Approve Settlement	 Transit Federation Agrees to Part-Time Workers Contract 
Drivers and Mechanics Approve Settlement	 Queen City Union Votes To Break Bargain Terms 
Spitfire Too Expensive For World War II Museum	 British Regimental Commander Announces $100 Million Tour Plans For Marine Museum 
Officials Say 47 People Killed in Aeroflot Accidents Last Year	 Ministry of Civil Aviation Issues Automobile Pilot-Shoulder Accidents, Hits Flight Casualty 
Officials Say 47 People Killed in Aeroflot Accidents Last Year	 Most Aeroflot Flights Smacked Before Soviet Commercial Airplanes 
Rare Navigation Charts For Sale In London	 Auctioneer Buys Old Navigation Chart 
Rare Navigation Charts For Sale In London	 Auctioneers Find New Chart 'Old' 
Rare Navigation Charts For Sale In London	 Chart Enclaves of Belgium Took Their Names From The Fourth Century 
Mass-Murderer Indicted in Six More Cases	 A former nurse's aide who was serving life prison terms for 34 slayings was indicted Friday for the slayings or attempted murders of six more patients at Cincinnati's Drake Memorial Hospital 
Mass-Murderer Indicted in Six More Cases	 Arnold Harvey Indicted In Six Killings Of Helmsman 
Restaurant Employee Says He Was Fired For Giving Mayor Free Sandwich	 Mayor Fired From Cafe Inc 
Army Ad Pulled from Magazine Because of Article on Gays, Editor Says	 The Army withdrew a full-page advertisement from the February edition of Student Lawyer magazine because the issue featured an article on homosexual law students, the magazine's editor said Friday 
Army Ad Pulled from Magazine Because of Article on Gays, Editor Says	 Army Cuts Interview and Bans Homosexual Law Students, Army Editor Says 
Army Ad Pulled from Magazine Because of Article on Gays, Editor Says	 Army Bans Homosexual Article on Current Issue 
Army Ad Pulled from Magazine Because of Article on Gays, Editor Says	 Army Ad Removed From Part of Article, Says Former President 
Army Ad Pulled from Magazine Because of Article on Gays, Editor Says	 Army Creditors Pull Alternative Ad In-Print News 
Black Christian Schools Flourish in Macon	 Black enrollment fell from 15.5 percent in 1971 to 10.5 percent in 1985 
Black Christian Schools Flourish in Macon	 Black enrollment fell from 15.5 percent in 1971 to 10.5 percent in 1985 
Leysen Fails to Rally Shareholders, Bows out of Mission	 Belgian Cie Financiere De Suez Indicates Criticism of Leysen Offer 
Leysen Fails to Rally Shareholders, Bows out of Mission	 Swissite Leader Urged To Negotiate Against Leysen 
The stock market gained ground today in what analysts described as a muted response to news of a smaller U	 The stock market gained ground today in what analysts described as a muted response to news of a smaller U 
The stock market gained ground today in what analysts described as a muted response to news of a smaller U	 The stock market gained ground today in what analysts described as a muted response to news of a smaller U 
The stock market gained ground today in what analysts described as a muted response to news of a smaller U	 The stock market slipped today in what analysts called a muted response to news of a smaller U 
Toyota May Export Small Planes to Far East	 Toyota Boosts Export Plans in Far East 
Toyota May Export Small Planes to Far East	 Cessna Bombmaker Presents Bill to Cut Trade With Japan 
The stock market advanced broadly today in what analysts described as a muted response to news of a smaller U	 The stock market advanced broadly today in what analysts described as a muted response to news of a smaller U 
The stock market advanced broadly today in what analysts described as a muted response to news of a smaller U	 The stock market advanced broadly today in what analysts described as a muted response to news of a smaller U 
The stock market advanced broadly today in what analysts described as a muted response to news of a smaller U	 The stock market advanced broadly today in what analysts described as a muted response to news of a smaller U 
The stock market advanced broadly today in what analysts described as a muted response to news of a smaller U	 The stock market advanced broadly today in what analysts described as a muted response to news of a smaller U 
The stock market advanced broadly today in what analysts described as a muted response to news of a smaller U	 The stock market advanced broadly today in what analysts described as a muted response to news of a smaller U 
The stock market advanced broadly today in what analysts described as a muted response to news of a smaller U	 The stock market advanced broadly today in what analysts described as a muted response to news of a smaller U 
The stock market advanced broadly today in what analysts described as a muted response to news of a smaller U	 The stock market advanced broadly today in what analysts described as a muted response to news of a smaller U 
Belgian and Dutch Bank Sign Agreement for Banking Alliance	 Belgium's Europe's World Bank and Societe Generale De Banque Join in Brussels 
Belgian and Dutch Bank Sign Agreement for Banking Alliance	 Belgian Banking Group Settles With Bank Company for Bank Takeover 
Belgian and Dutch Bank Sign Agreement for Banking Alliance	 Dutch Bank Urges Exchange Pact to Start with Belgium 
Canada's December Trade Surplus Shrinks To 208 Million Canadian Dollars	 Canadian Trade Surplus Up, U.S. Canada Down 
Canada's December Trade Surplus Shrinks To 208 Million Canadian Dollars	 Trade Burden of 170 Million Canadian Dollars Fell to $137.8 Million in 1987 
The stock market advanced moderately today in what analysts described as a muted response to news of a smaller U	 The stock market advanced moderately today in what analysts described as a muted response to news of a smaller U 
The stock market advanced moderately today in what analysts described as a muted response to news of a smaller U	 The stock market advanced moderately today in what analysts described as a muted response to news of a smaller U 
The stock market advanced moderately today in what analysts described as a muted response to news of a smaller U	 The stock market advanced moderately today in what analysts described as a muted response to news of a smaller U 
The stock market advanced moderately today in what analysts described as a muted response to news of a smaller U	 The stock market advanced moderately today in what analysts described as a muted response to news of a smaller U 
The stock market advanced moderately today in what analysts described as a muted response to news of a smaller U	 The stock market advanced moderately today in what analysts described as a muted response to news of a smaller U 
The stock market gained ground today in a muted response to news of a smaller U	 The stock market gained ground today in a muted response to news of a smaller U 
The stock market gained ground today in a muted response to news of a smaller U	 The stock market has gained ground today in a muted response to news of a smaller U 
The stock market gained ground today in a muted response to news of a smaller U	 The stock market gained ground today in a muted response to news of a smaller U 
The stock market gained ground today in a muted response to news of a smaller U	 The stock market gained ground today in a muted response to news of a smaller U 
The stock market gained ground today in a muted response to news of a smaller U	 The stock market gained ground today in a muted response to news of a smaller U 
The stock market gained ground today in a muted response to news of a smaller U	 The stock market lost ground today in a muted response to news of a smaller U 
Stock prices showed some moderate gains today in a subdued response to news of a narrowing trade deficit	 Stock prices showed some moderate gains today in a subdued response to news of a narrowing trade deficit 
Stock prices showed some moderate gains today in a subdued response to news of a narrowing trade deficit	 Stocks showed some moderate gains today in a subdued response to news of a narrowing trade deficit 
The stock market put together a moderate gain today in a muted response to news of a smaller U	 The stock market put together a moderate gain today in a muted response to news of a smaller U 
Posts Loss as Probe of Home Video Unit Widens	 Lorimar Posts Record Loss In First Three Months Of 1987 
Posts Loss as Probe of Home Video Unit Widens	 Lorimar Reports Loss of $22 Million, Lack of Warnings Against Arranged 
Jaguar Orders Recall Of 16,000 Vehicles For Suspension Problem	 Jaguar Offers 17,000 Owners Orders For 1988 Jaguar XJ6 Over Suspension Problems 
Jaguar Orders Recall Of 16,000 Vehicles For Suspension Problem	 Handling Problems in Jaguar Jaguar XJ6 Recall In Japan Reported 
Jaguar Orders Recall Of 16,000 Vehicles For Suspension Problem	 Suspension System Belongs To Low-Rider In Jaguar 
Gillette Announces Settlement in Revlon Suit	 Revlon Bids $1.2 Billion For Gillette, New Intrusive Takeover Offer Made 
Gillette Announces Settlement in Revlon Suit	 Gillette To Sell Class Action Suit Against Revlon Group 
Gillette Announces Settlement in Revlon Suit	 Court Ruling Lets Separate Companies Pay Company $6.2 Billion For Suit Against Revlon 
Radio Jokes Comes to Smashing Conclusion	 TV Tropes Create Snobs in `Stupid Human Phone' Show 
Report Cites Withdrawal Of Farm Investment Due To Tax Act	 Farm Investments May Be Increased to 4.9 Billion by the Tax Reform Act of 1986, Acknowledges 
Report Cites Withdrawal Of Farm Investment Due To Tax Act	 Farm Investment Declines 15 Percent in 1987, Still Declining 
Report Cites Withdrawal Of Farm Investment Due To Tax Act	 Farm Investment Declines By One Percent, Study Says 
Court Rules Bodies Of Homeless Can Be Released For Public Funeral	 Court Of Appeals for Autoworkers Held Friday in Obscenity Battle Over Death of D.C. Homeless 
Court Rules Bodies Of Homeless Can Be Released For Public Funeral	 Body Retention Case Prompts Protest Held on Pennsylvania Avenue 
Philadelphia Mayor's Son Hospitalized After Auto Accident	 Mayor Stays in Hospital from Collision 
Bell Atlantic Defends Winning Bid In Phone Probe	 Bell Atlantic Says Bids Scheduled for 4 Companies, Opposing AT&amp;amp;T 
Bell Atlantic Defends Winning Bid In Phone Probe	 Bell Atlantic Accuses AT&amp;amp;T of Substandard Services; Signaling `Warrantless' Bid 
Bell Atlantic Defends Winning Bid In Phone Probe	 AT&amp;amp;T Rethinks Bid For New Telecommunications 
University To Treat Homosexual Groups Same As Other Student Organizations	 Law Student Group To Advocate For Lesbian Rights On Georgetown University Campus 
University To Treat Homosexual Groups Same As Other Student Organizations	 Georgetown to Pay Homosexual Students $8 Million in Court Case 
University To Treat Homosexual Groups Same As Other Student Organizations	 Georgetown Students to Host Lesbian and Gay Counselors' Conference 
University To Treat Homosexual Groups Same As Other Student Organizations	 University Moves To Treat Gay Students Like Lawyers 
University To Treat Homosexual Groups Same As Other Student Organizations	 Georgetown Decision To Treat Particular Groups in Third Class 
Soviets Stage Underground Nuclear Test in Central Asia	 U.S. Official Testing Nuclear Tests At Semipalatinsk 
State Department Interested In Airplane Sales To Soviet-Bloc Nations	 The State Department is expressing interest in the efforts of three Eastern European countries to buy U.S.-made passenger planes, but cautions there may be some stumbling blocks 
State Department Interested In Airplane Sales To Soviet-Bloc Nations	 Boeing To Buy Eastern Passenger Aircraft 
Laughter Helps Alleviate Stress, Researcher Says	 Humor, Stress, Psychosis Link Health to Health 
Laughter Helps Alleviate Stress, Researcher Says	 Study Explains An Emotional Connection Between Stress And Health 
Laughter Helps Alleviate Stress, Researcher Says	 The Success of Maximum Stress over Time Increases Because humor Makes Aversive Sounds 
`Camelot' Songwriter Recovering in Hospital Cardiac Care Unit	 Loewe's Songwriter, Moderator Slugged Out Of Broadway 
Fire Consumes Former High School of Performing Arts	 Firefighters Resume High-School Of `Fame Fire' 
Fire Consumes Former High School of Performing Arts	 High School Fires Five Firefighters 
Veteran CBS Newsman Dies	 Newspaper Reports: CBS' Howard Stringer Tributes Streuli 
Veteran CBS Newsman Dies	 CBS Eats Life in Goodbye to Streuli 
Veteran CBS Newsman Dies	 Last Live Actor; Director's Son, `CBS Evening News' Grieve New Hampshire Primary Death 
Veteran CBS Newsman Dies	 CBS Head of News Died In Hotel Room 
Veteran CBS Newsman Dies	 Streuli Gives Long Time Reading to White Boy in Wrecked Sky 
Scientists Say New Ceramics May Lead To Superconductors.	 The National Institute for Materials Science's rapid adoption of an electric computer and a high-temperature superconductors superconductors foundation created a new approach to finding a superconductor suitable to work at 32,000 times less electricity than its predecessor, and today announced a new joint research effort to duplicate the Japanese and Japanese results 
Scientists Say New Ceramics May Lead To Superconductors.	 Scientists Find Superconductivity In Paper 
Scientists Say New Ceramics May Lead To Superconductors.	 Researchers Find Thermite in Japan 
Guerrillas Attack White Farmer's House, Flee Into Zimbabwe	 Guerrillas Attack Farmhouse In Southern Province Of South Africa; Police Say 100 Killed 
Guerrillas Attack White Farmer's House, Flee Into Zimbabwe	 South African President Hissed About Not-So-Polite Farmhouse Attack On Zimbabwe 
Guerrillas Attack White Farmer's House, Flee Into Zimbabwe	 Guerrillas Raid South African Farmhouse, Shoot Gunman, Kill 12 
Guerrillas Attack White Farmer's House, Flee Into Zimbabwe	 Guerrillas In Attack Into Zimbabwe Plain Attack Farm 
Shultz Says Americans Now Have Firm Convictions About Terrorism	 Shultz: Searching for a new strategy for dealing with terrorism 
Soviet Research Vessel Permitted to Make Medical Stop in Hawaii	 Man With Eye Suffers From Eye ailment Reported Friday 
Soviet Research Vessel Permitted to Make Medical Stop in Hawaii	 Soviet-Soviet Caught Trading Silkworms On Hilo Harbor 
Soviet Research Vessel Permitted to Make Medical Stop in Hawaii	 Fedor Matisen Sails, Detained on Submersible 
Nine Injured When Cadets' Bus Crashes	 Strong Snow, Snow Storm Hits West Point, Continental Route, Bus Driver Abducted By Tree 
Car License Plate Fetches $641,000 at Auction	 High Fidelity Auction To Go Off For Hong Kong's Number Three 
Car License Plate Fetches $641,000 at Auction	 Government Auction For License Plate Company Announced 
Car License Plate Fetches $641,000 at Auction	 Strong Growth of License Plate Sales Since 1973 
Anti-Spitting Campaign Launched	 Banned Spitting In Public At Anti-Social Bathrooms 
Convicted `Mercy Killer' Calls Lawyer Inept, Wants New Trial	 Convicted ``mercy killer'' Roswell Gilbert has asked for a new trial, saying his lawyer botched the case by worrying too much about selling book and movie rights to the story 
Seamen Held By Christians Are Freed	 Danish Shipmates Freed With Syrians 
Statlers, Travis Lead Finalists	 The Statler Brothers and Randy Travis are finalists for entertainer of the year, video of the year for ``Maple Street Memories,'' single of the year for ``I'll Be the One,'' album of the year for ``Forever and Ever, Amen,'' album of the year for ``Forever and Ever, Amen,'' album of the year for ``Always and Forever, Amen,'' vocal group of the year 
Statlers, Travis Lead Finalists	 Winners for entertainer of the year, male artist of the year and video of the year 
Singer May Buy Hotel	 Reed Says Stouffer International's Tearover Issue Will Be the Drama of Season 
Thief Steals Judge's Robe, Keys	 Robber Identified Thief Stole Judge's Robe And Keys 
Thief Steals Judge's Robe, Keys	 Judge Dropped Leash Off Robe To Pray For King 
Japanese Buy Gold Hearts for Sweethearts, Obligatory Chocolates for Bosses	 Japanese Donate Valentine's Hearts This Year 
Newspaper: Subpoena Issued for JAMA's Records of Mercy Killing Essay	 Grand Jury Expelled Because of Article in Medical Journal Magazine 
Newspaper: Subpoena Issued for JAMA's Records of Mercy Killing Essay	 AMA Secretarial Minutes Peered Into `Medical Mystery' Article 
Newspaper: Subpoena Issued for JAMA's Records of Mercy Killing Essay	 AMA Gets Grand Jury on Jail Plagiarism Lawsuit in Yellowstone North State Hospital 
Couple Celebrates 75th Anniversary	 Forespring and Fannie Forespring Went Shopping For Movie Equipment 
Couple Celebrates 75th Anniversary	 Forespring Wedgens Notched In Birth Of Their Last Baby 
Couple Celebrates 75th Anniversary	 Forespring and Sinner Arrested by Police In Connecticut 
Couple Celebrates 75th Anniversary	 Forespring's Daughter Dead At 29 
Couple Celebrates 75th Anniversary	 Wife Goes Head-to-Head With Fannie's Heart-to-Hate List 
The Present Was In A BIG Box	 Revenge Of Prince Charming Believed To Have Been Caught in Love 
The Present Was In A BIG Box	 `Prologue' Recounts Leitner's `Marriage' 
The Present Was In A BIG Box	 My Prince Charming Told To Vow To Never Get Down From Good 
Worker Given Life Sentence For Train Fire	 Chinese Railroad Worker Sentenced To Life In Chinese Rail Fire 
Worker Given Life Sentence For Train Fire	 Chinese Railway Worker Sentenced For Paint Work In Anthracite Scuff 
Worker Given Life Sentence For Train Fire	 Ferryman Sentenced to Life In Train Fire 
Weekend Takeover Latest In String Of UMass Racism-Related Incidents	 Accusations Of Racial Violence Reported By Black Students At UMass 
Weekend Takeover Latest In String Of UMass Racism-Related Incidents	 Protests at UMass, Black Student Alleges Unrests At University 
Weekend Takeover Latest In String Of UMass Racism-Related Incidents	 Black President Says UMass Should Treat Racism Positively 
A county judge, hoping to cash in on the marriage business, is leading a wedding march from the courthouse to his own back door	 Liberty Chapel Still Involved In Roses, Staircase, Wedding Parade 
Heckler Disrupts Democrats Debate, Is Hustled Away By Police	 Jackson Knew Morrissey Was Negative About Gasline Debate; Gasline Complaints Reflect Leftist Views 
Heckler Disrupts Democrats Debate, Is Hustled Away By Police	 Man Shoving Protester On Campus to Knock Out President Of Democratic Debate 
Thousands Jam Theaters For Berlin Film Festival	 Berlin's International Film Festival Opens 
Thousands Jam Theaters For Berlin Film Festival	 Berlin Festival Begins, More Films Showing 
Thousands Jam Theaters For Berlin Film Festival	 Berlin Film Festival Previewed 
Thousands Jam Theaters For Berlin Film Festival	 Berlin Film Festival May Block Way For `Roots Of Midnight' 
Thousands Jam Theaters For Berlin Film Festival	 International Film Festival Opens 
Mecham, Faithful Stage Picnic, Bash Foes	 45,000 Fans Turnout for Mecham Applaud As Mobs in Business For Mother's Day, Parents Say 
Police Arrest Woman Colleague In Fatal Stabbing Of Scientist	 Underground Scientist Shot In Fatal Stabbing 
Abu Nidal's Group Condemns Italian Court Verdict	 Italian Justice Says Abu Nidal Sentenced to Death 
Abu Nidal's Group Condemns Italian Court Verdict	 Italian Revolutionary Council Calls for Revolt Against Italy's Bombing 
Abu Nidal's Group Condemns Italian Court Verdict	 Fatah Extremists Say Italian General's Guilty In Grenade Bombing 
Abu Nidal's Group Condemns Italian Court Verdict	 Italian Leader Calls Rebel Action `Blackmail' 
NATO Commander: New Chemical Weapons Should Be Deployed in Europe	 Scientists Criticize NATO's Use of Chemical Weapons in Europe 
White Man Accused in Racial Incident May Work 200 Hours for NAACP	 Brother Sentenced to Six Years In Prison for Firebombing the Wagon 
Shutdown Of Airline Computer Stalls Hundreds Of Flights	 Federal Aviation Administration Says FAA Won't Recall Florida Flight Departure 
Shutdown Of Airline Computer Stalls Hundreds Of Flights	 Separate: Computer Overage: Control Tower: Up To Nine Hours 
Police Seize Heroin in Bombay, New Delhi; Man Dies After Leaping From Balcony	 Four Drug Engravers Die in Four Drug Raids in India 
Baby M's Father, Surrogate Mother To Try Working Out Visitation Agreement	 The couple agreed to a private meeting under a tentative agreement to set visitation guidelines for Melissa Stern 
Baby M's Father, Surrogate Mother To Try Working Out Visitation Agreement	 Justice Says Signing `Legal Settlement' for Baby M With Stern's Baby M Should Lead To Heterosexual Reunion 
Baby M's Father, Surrogate Mother To Try Working Out Visitation Agreement	 Two Adoptions Attorneys Seek Settlement on Baby M Dispute 
Baby M's Father, Surrogate Mother To Try Working Out Visitation Agreement	 Baby M Bid Is Unchanged in New Jersey After Settlement Settlement Decision 
Nelson Benton, Former CBS Broadcaster, Dead At 63	 Bob Benton Found Dead of Heart Arrest 
Evangelist Swaggart Holds Sermon in Managua	 U.S. Radio Shows Swaggart Hitting Leaders In Country 
Engineers' Report Urges Changes in Space Shuttle Nozzle Coating	 US Engineers propose designing the cryogenic nozzle as a substitute for propellant nozzle made of carbon-and-resin that is less susceptible to erosion and less likely to erosion 
Engineers' Report Urges Changes in Space Shuttle Nozzle Coating	 Engineers Debate NASA's Proposed Standards For Solo Shuttle nozzle, Test Upliminal Water-Resistant Material 
Engineers' Report Urges Changes in Space Shuttle Nozzle Coating	 Engineers, Engineers In Future Study Consider Working On 'Nozzle On Space Shuttle, Report Says 
Engineers' Report Urges Changes in Space Shuttle Nozzle Coating	 Engineers Defend Alternative NASA Report 
Imelda Asks Senator For Help In Getting Daughter Out Of Morocco	 Philippine Woman to Visit U.S. For Medical Treatment 
Education Committee Rejects Petition Against Paddling	 Four Paddling Students Arrested at Texas Board of Education Meeting 
Education Committee Rejects Petition Against Paddling	 Board Sends Board of Education Letter to Paddling 
Education Committee Rejects Petition Against Paddling	 People Opposed to Paddling of Students Wednesday 
Higher U.S. Refugee Entry Ceilings Urged	 Reagan Administration To Raise Refugee Entry Ceilings for Years To Come 
Justice Seymour Simon Officially Retires	 City Court Judge To Quit As Partner Of Rudnick &amp;amp; Wolfe 
TRW to Lay Off 1,000; Fewer Than Expected	 TRW Reconsiders Layoffs 
TRW to Lay Off 1,000; Fewer Than Expected	 TRW Falls Foreclosures To Make Three Layoffs 
Saturday GOP Debate Canceled	 Robertson Resumes Media Forum 
Prison Term For Anti-war Protester In Project ELF Case	 Judge Wins Conviction Of Prostitute For Project ELF, Helps Restitute Legal Action 
Prison Term For Anti-war Protester In Project ELF Case	 Judge Sentences Anti-Nuclear Wackman To 3 Years 
Man Uses Sign Language to Talk Deaf Stranger Out of Suicide	 Deaf Man Wounded in San Bernardino Incarcer Attack 
PPG Selling Biochemicals Business	 PPG, Chevron Examine PPG-Chrysler Combination 
PPG Selling Biochemicals Business	 PPG Agrees To Sell Chemical Business To Chevron 
PPG Selling Biochemicals Business	 Farmers Sell Chemical Company To Chevron 
PPG Selling Biochemicals Business	 PPG Corp 
HCA Reports Fourth-Quarter Earnings Of Nearly $33 Million	 A loss of $50 million for HCA results compared with net income of $17.8 million in 1986 
HCA Reports Fourth-Quarter Earnings Of Nearly $33 Million	 HCA Earnings Up $4.58 Billion for Fourth-Quarter 1987 
HCA Reports Fourth-Quarter Earnings Of Nearly $33 Million	 HCA Reports Third-Quarter Loss 
HCA Reports Fourth-Quarter Earnings Of Nearly $33 Million	 HCA Reports Loss in First Quarter 
Gandhi Shuffles Cabinet; Inducts New Ministers	 Gandhi Named to Head Council of Ministers 
Virgil Hawkins	 Life of James Mizener, `The Far Side of Paradise' 
Dole Campaign Continues Business With Owen's Daughter	 Dole-Owen Travel Bookkeeper Drops Campaign Service 
Soviet Authorities Expel Two Estonian Nationalists	 Soviet Exiles Reported to Sweden to Protest Party Organization 
Noted Biographer of of F. Scott Fitzgerald Dies	 Author of Far Side of Paradise 
Pilot Tricks Would-be Hijackers; Four Arrested	 Four Men Charged With Hijacking of Tanzania Airways Jet 
Pilot Tricks Would-be Hijackers; Four Arrested	 Four Men Killed, Four Freed In Kenya Airline Jet Attack 
Judge Says Building Owners Have Right To Name Of Legendary Saloon	 Howard Dodson Reconsidered: Stolen Tootsie's Orchid Lounge is Forever 
Judge Says Building Owners Have Right To Name Of Legendary Saloon	 Frank Dodson Estate's Name Lawyers Report Suit Against Tootsie's On-site Hotel 
Judge Says Building Owners Have Right To Name Of Legendary Saloon	 Court Verdicts Presumes Earl Dodson Will Keep Arms, Golf, And Country Music Business 
Judge Says Building Owners Have Right To Name Of Legendary Saloon	 Apology Given to Blind Folk Lady for Bar Sells By Trader Who Tootsie's Bar Is Next To His 
Jewelry from Radium Dials Hot Item, Dangerous for Wearers	 Occupants' Legacies Earrings Could Chomp on Radioactive Ties 
Authorities Observe 20th Anniversary of Tet Offensive	 North Vietnam Reports Lightning Invasion of South Vietnam 
Authorities Observe 20th Anniversary of Tet Offensive	 Vietnam Reacts to UN Report of Tet Offensive 
Authorities Observe 20th Anniversary of Tet Offensive	 Vietnam Announces Anniversary As Saigon Changes Names 
State Sales and Earnings from Lotteries	 Sales in Florida, Kansas, Montana, South Dakota 
